25.0027,٢٠٢٤-٠٥-١٨ ١٢:٣١:٥٣
25.018753,٢٠٢٤-٠٥-١٨ ١٢:٣٢:١٢
25.020353,٢٠٢٤-٠٥-١٨ ١٤:٥٥:١٥
25.021454,٢٠٢٤-٠٥-١٨ ١٦:١٩:٠٠
25.01967,٢٠٢٤-٠٥-١٨ ١٦:١٩:٢٢
25.017937,٢٠٢٤-٠٥-١٨ ١٦:٢٠:١٠
25.01678,٢٠٢٤-٠٥-١٨ ١٦:٢٠:٤٠
25.005644,٢٠٢٤-٠٥-١٨ ١٦:٢٣:٥٥
25.027388,٢٠٢٤-٠٥-١٨ ١٦:٢٤:٠١
25.038,٢٠٢٤-٠٥-١٨ ١٦:٢٤:١٦
25.038101,2024-05-18 23:28:01
25.038202,2024-05-18 23:28:08
25.038303,2024-05-19 00:56:51
25.038404,2024-05-19 00:56:52
25.038506,2024-05-19 00:56:54
25.038607,2024-05-19 00:56:55
25.038708,2024-05-19 00:56:56
25.038809,2024-05-19 00:56:57
25.03891,2024-05-19 00:56:58
